,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,0.442439,0.188981,6.3e-05,0.009396,0.005363,0.0
T1_forest,0.003895,0.038811,0.0,0.000621,0.000815,0.0
T1_building,0.000559,0.000458,0.0,0.0,0.0,0.0
T1_road,0.005923,0.007993,1e-05,0.038172,0.0,0.0
T1_bareground,0.04064,0.011475,0.0,0.001657,0.003825,0.0
T1_water,0.000148,1.9e-05,0.0,0.0,0.0,0.0
