,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,68.46,29.24,0.01,1.45,0.83,0.0
T1_forest,8.82,87.92,0.0,1.41,1.85,0.0
T1_building,54.96,45.04,0.0,0.0,0.0,0.0
T1_road,11.37,15.34,0.02,73.27,0.0,0.0
T1_bareground,70.56,19.92,0.0,2.88,6.64,0.0
T1_water,88.79,11.21,0.0,0.0,0.0,0.0
