,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,35.15,63.39,0.95,0.36,0.03,0.12
T1_forest,2.64,97.04,0.28,0.04,0.0,0.0
T1_building,7.6,43.21,46.19,2.18,0.0,0.82
T1_road,4.66,25.28,3.67,66.35,0.0,0.04
T1_bareground,51.54,46.78,1.13,0.15,0.39,0.0
T1_water,100.0,0.0,0.0,0.0,0.0,0.0
