,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,0.112896,0.203589,0.003047,0.001164,8.5e-05,0.000395
T1_forest,0.005304,0.195185,0.000557,8.4e-05,0.0,0.0
T1_building,0.002036,0.011579,0.012375,0.000585,0.0,0.000219
T1_road,0.00145,0.007865,0.00114,0.020645,0.0,1.3e-05
T1_bareground,0.030512,0.027693,0.000671,9.1e-05,0.000229,0.0
T1_water,0.00073,0.0,0.0,0.0,0.0,0.0
