,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,78400,141381,2116,808,59,274
T1_forest,3683,135545,387,58,0,0
T1_building,1414,8041,8594,406,0,152
T1_road,1007,5462,792,14337,0,9
T1_bareground,21189,19231,466,63,159,0
T1_water,507,0,0,0,0,0
