,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,0.085298,0.11628,0.018753,0.002046,0.018446,0.000338
T1_forest,0.004091,0.430664,0.009338,0.000472,0.005037,3.6e-05
T1_building,0.013553,0.024189,0.125581,0.00114,0.006775,0.0
T1_road,0.001875,0.016032,0.007062,0.022542,0.000104,0.000158
T1_bareground,0.026847,0.021201,0.000348,0.0,0.012423,0.0
T1_water,0.0,0.000393,0.000117,0.0,0.0,0.006013
