,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,22235,103224,1764,6834,10696,0
T1_forest,4085,399166,845,588,17751,3
T1_building,403,2954,5722,266,0,0
T1_road,1501,6180,85,7462,244,0
T1_bareground,1913,6467,150,70,0,0
T1_water,0,205,0,0,0,0
