,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,0.231153,0.136709,0.003819,0.007004,0.000809,0.000379
T1_forest,0.001817,0.073518,0.001482,0.001048,0.0,0.0
T1_building,0.008523,0.000733,0.009733,0.000186,0.002305,0.0
T1_road,0.005983,0.003802,0.000104,0.011485,0.001547,0.0
T1_bareground,0.044891,0.006162,0.000592,0.003053,0.048845,0.0
T1_water,0.001068,0.003542,0.0,0.0,0.0,0.02128
