,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,69730,84109,701,353,0,0
T1_forest,1181,234098,5708,1197,0,0
T1_building,81,890,7637,107,0,0
T1_road,258,660,778,4098,0,0
T1_bareground,8413,13055,0,0,0,0
T1_water,0,0,0,0,0,0
