,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,0.100411,0.121117,0.001009,0.000508,0.0,0.0
T1_forest,0.001701,0.337101,0.00822,0.001724,0.0,0.0
T1_building,0.000117,0.001282,0.010997,0.000154,0.0,0.0
T1_road,0.000372,0.00095,0.00112,0.005901,0.0,0.0
T1_bareground,0.012115,0.018799,0.0,0.0,0.0,0.0
T1_water,0.0,0.0,0.0,0.0,0.0,0.0
