,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,0.005626,0.044601,0.017232,0.001888,0.0,0.0
T1_forest,0.001958,0.371287,0.004516,0.001986,0.0,0.0
T1_building,0.002565,0.005134,0.066838,0.001427,0.0,0.0
T1_road,3e-05,0.002922,0.003397,0.008564,0.0,0.0
T1_bareground,0.000187,0.000886,0.019466,0.000122,0.0,0.0
T1_water,0.0,0.0,0.0,0.0,0.0,0.0
