,T2_grassland,T2_forest,T2_building,T2_road,T2_bareground,T2_water
T1_grassland,3907,30973,11967,1311,0,0
T1_forest,1360,257838,3136,1379,0,0
T1_building,1781,3565,46415,991,0,0
T1_road,21,2029,2359,5947,0,0
T1_bareground,130,615,13518,85,0,0
T1_water,0,0,0,0,0,0
